Ticket_ID,Match,Date,Time,Stadium,Block,Row,Seat,Gate,Parking_Zone,Ticket_Price,Category
T000227,Al Ahli vs Al Hilal,2024-01-13,16:39,Jeddah Stadium,B88,E,54,6,Zone A,79,Student
T000228,Al Taawon vs Al Ettifaq,2023-09-11,17:31,Prince Abdullah Al Faisal Stadium,B74,G,88,7,Zone B,692,VIP
T000229,Al Raed vs Abha,2024-01-10,21:00,Al Nassr Club Stadium,B98,Q,93,7,Zone E,859,VIP
T000230,Al Wehda vs Damac,2025-10-07,17:20,King Fahd Stadium,B31,H,47,7,Zone B,366,VIP
T000231,Al Shabab vs Al Fateh,2024-04-15,15:26,King Fahd Stadium,B98,N,65,9,Zone E,791,Student
T000232,Al Raed vs Abha,2025-02-19,16:57,Al Nassr Club Stadium,B21,B,79,2,Zone D,781,VIP
T000233,Al Taawon vs Al Ettifaq,2023-09-28,19:28,King Fahd Stadium,B69,J,38,2,Zone A,919,Family
T000234,Al Taawon vs Al Ettifaq,2025-09-18,16:13,Prince Abdullah Al Faisal Stadium,B10,Y,18,4,Zone A,588,Regular
T000235,Al Wehda vs Damac,2023-03-08,18:28,Jeddah Stadium,B69,N,18,6,Blue,254,Student
T000236,Al Raed vs Abha,2024-09-22,18:25,King Fahd Stadium,B29,S,10,9,Green,79,Regular
T000237,Al Taawon vs Al Ettifaq,2025-12-26,19:18,King Fahd Stadium,B55,A,63,7,Zone C,828,Family
T000238,Al Wehda vs Damac,2023-09-21,20:16,Jeddah Stadium,B32,R,76,1,Green,455,VIP
T000239,Al Raed vs Abha,2024-03-26,20:47,King Fahd Stadium,B70,S,36,5,Zone B,585,Regular
T000240,Al Taawon vs Al Ettifaq,2024-10-20,20:28,Prince Abdullah Al Faisal Stadium,B42,Z,77,2,Zone D,393,Student
T000241,Al Nassr vs Al Ittihad,2024-09-13,16:59,King Fahd Stadium,B80,T,3,10,Pink,857,VIP
T000242,Al Nassr vs Al Ittihad,2024-05-07,17:42,Jeddah Stadium,B91,J,61,4,Zone A,923,Family
T000243,Al Taawon vs Al Ettifaq,2023-08-04,17:01,Prince Abdullah Al Faisal Stadium,B16,F,61,4,Zone A,120,VIP
T000244,Al Taawon vs Al Ettifaq,2025-01-31,22:39,King Fahd Stadium,B1,W,32,6,Green,978,Student
T000245,Al Shabab vs Al Fateh,2024-11-21,15:30,King Fahd Stadium,B67,B,79,1,Blue,642,Family
T000246,Al Taawon vs Al Ettifaq,2023-04-18,18:14,Jeddah Stadium,B84,D,1,8,Zone E,189,Student
T000247,Al Raed vs Abha,2025-09-01,21:41,King Fahd Stadium,B45,R,50,5,Blue,991,VIP
T000248,Al Wehda vs Damac,2025-11-15,15:13,King Fahd Stadium,B84,M,20,8,Zone A,261,Student
T000249,Al Nassr vs Al Ittihad,2023-08-11,21:04,King Fahd Stadium,B40,E,85,10,Zone A,230,Family
T000250,Al Taawon vs Al Ettifaq,2025-07-12,21:02,Al Hilal Stadium,B64,K,99,5,Zone E,851,VIP
T000251,Al Taawon vs Al Ettifaq,2024-07-25,15:40,Jeddah Stadium,B23,T,40,7,Blue,829,Student
T000252,Al Wehda vs Damac,2025-11-23,19:20,Jeddah Stadium,B14,G,32,2,Green,522,Student
T000253,Al Taawon vs Al Ettifaq,2024-12-17,18:45,Prince Abdullah Al Faisal Stadium,B73,H,44,9,Green,847,Family
T000254,Al Raed vs Abha,2024-08-25,22:16,King Fahd Stadium,B31,Q,83,2,Blue,876,VIP
T000255,Al Wehda vs Damac,2024-03-10,22:13,King Fahd Stadium,B30,M,11,10,Zone E,110,Regular
T000256,Al Taawon vs Al Ettifaq,2023-11-08,16:35,Jeddah Stadium,B55,Y,10,2,Green,657,VIP
T000257,Al Wehda vs Damac,2024-04-06,22:41,King Fahd Stadium,B49,M,89,9,Zone E,128,Family
T000258,Al Wehda vs Damac,2025-02-24,21:26,Jeddah Stadium,B57,B,36,10,Zone B,431,VIP
T000259,Al Taawon vs Al Ettifaq,2023-07-13,16:06,King Fahd Stadium,B9,A,93,7,Pink,749,Regular
T000260,Al Wehda vs Damac,2025-04-11,18:45,Al Nassr Club Stadium,B87,O,18,4,Pink,725,Family
T000261,Al Taawon vs Al Ettifaq,2024-08-22,22:23,Prince Abdullah Al Faisal Stadium,B91,M,44,1,Zone A,432,Student
T000262,Al Wehda vs Damac,2024-12-10,16:02,Prince Abdullah Al Faisal Stadium,B60,B,54,10,Pink,447,Family
T000263,Al Shabab vs Al Fateh,2025-08-12,18:35,King Fahd Stadium,B56,A,19,4,Zone B,684,Student
T000264,Al Wehda vs Damac,2024-11-14,19:46,King Fahd Stadium,B34,T,14,10,Zone E,660,Family
T000265,Al Shabab vs Al Fateh,2024-04-09,21:05,Prince Abdullah Al Faisal Stadium,B16,D,4,5,Zone C,868,Student
T000266,Al Wehda vs Damac,2023-07-03,17:35,King Fahd Stadium,B90,S,94,10,Zone E,806,VIP
T000267,Al Nassr vs Al Ittihad,2023-03-06,17:27,Jeddah Stadium,B2,H,46,6,Zone A,304,Regular
T000268,Al Wehda vs Damac,2024-11-03,19:15,Al Hilal Stadium,B84,S,20,7,Green,623,VIP
T000269,Al Taawon vs Al Ettifaq,2024-05-24,20:08,Al Hilal Stadium,B30,O,57,8,Zone C,898,Regular
T000270,Al Shabab vs Al Fateh,2025-06-25,19:18,Al Hilal Stadium,B22,N,29,10,Blue,410,Student
T000271,Al Shabab vs Al Fateh,2025-07-13,20:49,Jeddah Stadium,B69,Z,59,10,Zone E,664,Student
T000272,Al Wehda vs Damac,2025-03-06,15:37,Al Nassr Club Stadium,B30,N,85,9,Zone D,135,Student
T000273,Al Taawon vs Al Ettifaq,2024-07-31,15:07,Prince Abdullah Al Faisal Stadium,B70,K,43,1,Zone D,594,VIP
T000274,Al Ahli vs Al Hilal,2024-05-01,19:52,Jeddah Stadium,B33,H,41,3,Green,81,Student
T000275,Al Wehda vs Damac,2024-01-20,22:54,Al Nassr Club Stadium,B10,B,82,6,Zone A,364,Family
T000276,Al Taawon vs Al Ettifaq,2023-01-13,16:03,Al Hilal Stadium,B66,C,30,4,Zone A,625,VIP
T000277,Al Raed vs Abha,2023-06-06,21:51,Prince Abdullah Al Faisal Stadium,B43,W,96,3,Zone B,757,VIP
T000278,Al Raed vs Abha,2023-11-15,15:50,King Fahd Stadium,B71,J,19,1,Zone E,73,VIP
T000279,Al Ahli vs Al Hilal,2025-09-24,19:14,Al Hilal Stadium,B16,I,68,8,Zone B,186,Family
T000280,Al Raed vs Abha,2024-12-01,21:13,King Fahd Stadium,B28,E,90,4,Zone C,317,Student
T000281,Al Wehda vs Damac,2023-06-25,20:38,Al Nassr Club Stadium,B17,M,52,5,Zone B,859,Student
T000282,Al Taawon vs Al Ettifaq,2025-01-24,15:47,King Fahd Stadium,B40,U,66,10,Zone C,847,VIP
T000283,Al Wehda vs Damac,2025-09-05,17:26,Prince Abdullah Al Faisal Stadium,B2,F,14,1,Pink,333,Student
T000284,Al Ahli vs Al Hilal,2025-03-23,18:33,Al Nassr Club Stadium,B52,C,74,2,Zone B,162,Student
T000285,Al Taawon vs Al Ettifaq,2023-04-05,21:19,Prince Abdullah Al Faisal Stadium,B37,W,11,1,Pink,410,VIP
T000286,Al Nassr vs Al Ittihad,2024-09-14,22:20,Jeddah Stadium,B14,W,2,3,Zone C,246,Family
T000287,Al Shabab vs Al Fateh,2024-01-23,18:12,King Fahd Stadium,B67,O,16,9,Blue,933,Family
T000288,Al Raed vs Abha,2025-04-19,21:48,Al Nassr Club Stadium,B53,G,63,9,Zone C,638,Family
T000289,Al Wehda vs Damac,2025-08-21,18:55,Al Nassr Club Stadium,B22,N,44,8,Blue,616,Regular
T000290,Al Taawon vs Al Ettifaq,2023-12-06,15:44,Al Nassr Club Stadium,B15,D,59,2,Zone E,254,Family
T000291,Al Raed vs Abha,2024-02-14,20:55,Jeddah Stadium,B14,R,38,8,Zone D,571,Regular
T000292,Al Raed vs Abha,2023-11-19,21:07,King Fahd Stadium,B26,F,93,7,Zone C,834,Regular
T000293,Al Shabab vs Al Fateh,2024-02-27,16:30,King Fahd Stadium,B29,I,61,1,Pink,543,Student
T000294,Al Wehda vs Damac,2025-07-28,15:03,King Fahd Stadium,B42,I,96,6,Zone C,377,Student
T000295,Al Raed vs Abha,2023-10-21,17:17,Jeddah Stadium,B55,M,79,5,Pink,931,Family
T000296,Al Wehda vs Damac,2025-06-09,18:11,King Fahd Stadium,B37,S,46,1,Blue,396,Family
T000297,Al Ahli vs Al Hilal,2024-10-23,19:30,Prince Abdullah Al Faisal Stadium,B58,B,96,8,Zone C,210,Student
T000298,Al Raed vs Abha,2024-04-21,22:13,Al Nassr Club Stadium,B9,A,59,3,Zone B,556,VIP
T000299,Al Wehda vs Damac,2024-08-26,21:48,Al Nassr Club Stadium,B42,Q,21,5,Zone D,592,Student
T000300,Al Taawon vs Al Ettifaq,2023-11-23,16:42,Al Nassr Club Stadium,B73,T,79,3,Zone A,881,Regular
T000301,Al Shabab vs Al Fateh,2023-08-20,22:43,King Fahd Stadium,B78,W,56,9,Blue,186,Regular
T000302,Al Shabab vs Al Fateh,2025-01-22,18:05,Jeddah Stadium,B76,D,51,3,Zone D,540,Regular
T000303,Al Raed vs Abha,2023-08-08,19:43,King Fahd Stadium,B99,C,48,5,Zone C,325,Regular
T000304,Al Shabab vs Al Fateh,2023-01-17,18:31,Al Hilal Stadium,B8,P,56,3,Green,252,Family
T000305,Al Ahli vs Al Hilal,2023-12-31,18:14,Al Nassr Club Stadium,B9,J,37,8,Zone D,835,Student
T000306,Al Shabab vs Al Fateh,2025-02-13,17:43,Al Hilal Stadium,B35,X,10,4,Zone B,167,Student
T000307,Al Wehda vs Damac,2025-03-01,19:15,King Fahd Stadium,B69,P,13,9,Zone B,563,Regular
T000308,Al Nassr vs Al Ittihad,2025-03-25,22:23,King Fahd Stadium,B67,O,45,9,Pink,426,Regular
T000309,Al Shabab vs Al Fateh,2024-03-29,21:05,Al Hilal Stadium,B9,A,31,9,Blue,997,Regular
T000310,Al Taawon vs Al Ettifaq,2025-04-02,21:02,Prince Abdullah Al Faisal Stadium,B10,G,44,7,Pink,624,VIP
T000311,Al Taawon vs Al Ettifaq,2023-09-21,17:49,Prince Abdullah Al Faisal Stadium,B49,Q,51,6,Green,506,Family
T000312,Al Shabab vs Al Fateh,2024-01-08,16:27,Al Nassr Club Stadium,B73,G,9,10,Zone A,364,Student
T000313,Al Ahli vs Al Hilal,2024-07-05,15:01,Prince Abdullah Al Faisal Stadium,B46,P,26,5,Blue,700,Student
T000314,Al Shabab vs Al Fateh,2025-03-03,19:46,Al Nassr Club Stadium,B89,F,4,9,Zone B,407,VIP
T000315,Al Taawon vs Al Ettifaq,2024-07-22,18:20,Al Nassr Club Stadium,B97,F,45,1,Zone B,551,Student
T000316,Al Nassr vs Al Ittihad,2025-04-30,19:30,Jeddah Stadium,B49,Y,39,7,Blue,242,Family
T000317,Al Raed vs Abha,2023-09-23,17:45,King Fahd Stadium,B36,B,33,10,Zone D,376,Family
T000318,Al Ahli vs Al Hilal,2025-10-04,20:04,Al Hilal Stadium,B20,B,71,3,Zone C,250,VIP
T000319,Al Ahli vs Al Hilal,2025-03-03,19:45,Prince Abdullah Al Faisal Stadium,B10,F,80,5,Pink,231,Student
T000320,Al Taawon vs Al Ettifaq,2023-03-31,18:14,Prince Abdullah Al Faisal Stadium,B92,M,14,10,Zone A,57,Student
T000321,Al Nassr vs Al Ittihad,2025-05-13,21:49,Al Nassr Club Stadium,B29,J,4,7,Zone B,832,Student
T000322,Al Nassr vs Al Ittihad,2023-03-15,16:34,Al Hilal Stadium,B84,C,43,6,Zone A,762,VIP
T000323,Al Taawon vs Al Ettifaq,2023-11-28,21:10,Prince Abdullah Al Faisal Stadium,B79,Y,60,2,Zone B,239,Family
T000324,Al Wehda vs Damac,2025-01-12,22:14,Al Nassr Club Stadium,B62,I,32,7,Green,949,Family
T000325,Al Ahli vs Al Hilal,2025-06-27,18:23,Prince Abdullah Al Faisal Stadium,B88,Z,25,2,Zone A,783,Student
T000326,Al Taawon vs Al Ettifaq,2025-03-23,19:26,Jeddah Stadium,B40,Q,43,2,Blue,705,Regular
T000327,Al Raed vs Abha,2024-07-05,20:49,Al Nassr Club Stadium,B80,F,73,7,Blue,481,Student
T000328,Al Nassr vs Al Ittihad,2024-02-19,17:07,King Fahd Stadium,B67,D,75,10,Zone A,519,Student
T000329,Al Ahli vs Al Hilal,2025-09-18,15:09,Prince Abdullah Al Faisal Stadium,B80,E,57,7,Pink,378,Regular
T000330,Al Taawon vs Al Ettifaq,2025-06-14,15:11,Al Nassr Club Stadium,B21,D,6,3,Zone B,709,Regular
T000331,Al Ahli vs Al Hilal,2025-12-21,19:12,Prince Abdullah Al Faisal Stadium,B93,S,88,8,Pink,530,VIP
T000332,Al Taawon vs Al Ettifaq,2025-04-17,18:12,King Fahd Stadium,B47,U,27,6,Pink,549,VIP
T000333,Al Nassr vs Al Ittihad,2024-09-07,18:54,Al Hilal Stadium,B47,P,82,8,Zone B,788,Regular
T000334,Al Ahli vs Al Hilal,2023-06-10,20:57,Al Nassr Club Stadium,B22,K,23,10,Zone C,234,Student
T000335,Al Shabab vs Al Fateh,2025-06-22,22:24,Al Nassr Club Stadium,B57,M,77,1,Zone D,680,VIP
T000336,Al Raed vs Abha,2023-05-03,21:41,Al Hilal Stadium,B1,U,83,4,Blue,288,Regular
T000337,Al Taawon vs Al Ettifaq,2023-04-19,21:37,King Fahd Stadium,B90,M,60,5,Zone E,432,Family
T000338,Al Taawon vs Al Ettifaq,2025-10-26,22:53,Al Nassr Club Stadium,B37,I,70,7,Pink,234,Regular
T000339,Al Ahli vs Al Hilal,2023-05-11,20:17,King Fahd Stadium,B25,C,47,4,Green,364,Student
T000340,Al Shabab vs Al Fateh,2023-03-26,18:22,Al Nassr Club Stadium,B93,I,74,7,Zone D,832,Regular
T000341,Al Wehda vs Damac,2023-04-28,22:20,Al Hilal Stadium,B90,M,32,1,Pink,959,Regular
T000342,Al Ahli vs Al Hilal,2023-06-08,22:45,King Fahd Stadium,B45,I,35,10,Blue,997,Regular
T000343,Al Ahli vs Al Hilal,2025-07-27,15:37,Jeddah Stadium,B93,I,93,5,Zone C,191,Regular
T000344,Al Wehda vs Damac,2025-09-21,15:21,Al Hilal Stadium,B55,Z,21,9,Zone B,115,Regular
T000345,Al Wehda vs Damac,2024-11-12,21:07,Prince Abdullah Al Faisal Stadium,B34,G,28,1,Zone E,928,Student
T000346,Al Nassr vs Al Ittihad,2025-10-18,22:05,Prince Abdullah Al Faisal Stadium,B33,L,94,3,Pink,418,VIP
T000347,Al Shabab vs Al Fateh,2025-09-14,20:15,Jeddah Stadium,B51,P,33,8,Zone C,348,Student
T000348,Al Ahli vs Al Hilal,2025-03-29,22:27,Jeddah Stadium,B64,Q,38,4,Blue,862,Regular
T000349,Al Ahli vs Al Hilal,2023-05-01,16:20,Al Nassr Club Stadium,B31,N,37,9,Pink,717,Regular
T000350,Al Raed vs Abha,2025-07-25,16:07,Al Hilal Stadium,B82,C,91,7,Zone D,608,Family
T000351,Al Raed vs Abha,2025-05-27,22:22,King Fahd Stadium,B56,R,80,9,Zone A,188,Family
T000352,Al Nassr vs Al Ittihad,2023-08-08,20:40,Jeddah Stadium,B77,U,98,2,Blue,301,Student
T000353,Al Nassr vs Al Ittihad,2024-10-11,18:09,King Fahd Stadium,B97,M,12,1,Zone D,759,Family
T000354,Al Taawon vs Al Ettifaq,2024-09-22,18:01,King Fahd Stadium,B55,Z,67,2,Zone D,683,Family
T000355,Al Taawon vs Al Ettifaq,2024-04-13,18:18,Al Nassr Club Stadium,B12,B,45,5,Zone E,256,Regular
T000356,Al Ahli vs Al Hilal,2024-09-02,18:12,King Fahd Stadium,B40,S,64,8,Green,390,Student
T000357,Al Taawon vs Al Ettifaq,2023-01-13,22:23,King Fahd Stadium,B63,A,71,7,Zone E,463,Family
T000358,Al Nassr vs Al Ittihad,2023-05-06,21:36,King Fahd Stadium,B35,T,45,3,Zone D,206,Regular
T000359,Al Ahli vs Al Hilal,2024-12-11,17:34,Al Nassr Club Stadium,B33,H,36,10,Zone C,947,Regular
T000360,Al Raed vs Abha,2024-02-04,18:07,Al Hilal Stadium,B46,L,76,8,Zone E,786,VIP
T000361,Al Ahli vs Al Hilal,2024-02-28,17:22,Prince Abdullah Al Faisal Stadium,B56,V,31,1,Zone B,78,Family
T000362,Al Taawon vs Al Ettifaq,2025-12-31,16:11,Prince Abdullah Al Faisal Stadium,B7,P,94,9,Zone D,439,VIP
T000363,Al Nassr vs Al Ittihad,2024-08-01,21:29,Al Hilal Stadium,B63,Q,22,9,Pink,682,Regular
T000364,Al Nassr vs Al Ittihad,2025-09-12,18:18,King Fahd Stadium,B41,R,26,8,Green,441,Student
T000365,Al Raed vs Abha,2025-05-14,15:53,Jeddah Stadium,B12,Q,67,6,Zone B,525,Student
T000366,Al Wehda vs Damac,2023-08-14,19:26,King Fahd Stadium,B26,M,68,6,Zone A,622,Regular
T000367,Al Taawon vs Al Ettifaq,2025-08-18,20:06,Al Hilal Stadium,B80,B,45,5,Green,725,Student
T000368,Al Shabab vs Al Fateh,2024-03-24,16:28,Al Hilal Stadium,B14,N,24,1,Green,369,Student
T000369,Al Raed vs Abha,2025-09-13,21:35,Prince Abdullah Al Faisal Stadium,B2,O,20,3,Zone C,951,Regular
T000370,Al Nassr vs Al Ittihad,2025-05-01,17:41,Al Hilal Stadium,B2,F,87,7,Zone C,409,Family
T000371,Al Wehda vs Damac,2023-08-27,17:23,Jeddah Stadium,B55,H,13,8,Zone E,456,Regular
T000372,Al Nassr vs Al Ittihad,2024-04-29,16:50,Al Nassr Club Stadium,B91,I,96,2,Zone B,485,Regular
T000373,Al Taawon vs Al Ettifaq,2025-09-18,16:03,Jeddah Stadium,B32,A,84,5,Blue,547,VIP
T000374,Al Taawon vs Al Ettifaq,2023-09-27,16:23,Al Hilal Stadium,B49,F,26,9,Zone E,54,Student
T000375,Al Nassr vs Al Ittihad,2025-05-05,16:22,Al Nassr Club Stadium,B33,V,63,1,Green,657,Regular
T000376,Al Nassr vs Al Ittihad,2024-12-31,20:46,King Fahd Stadium,B70,V,45,3,Blue,755,Family
T000377,Al Shabab vs Al Fateh,2025-10-01,18:19,Al Nassr Club Stadium,B28,Z,65,3,Zone A,580,Regular
T000378,Al Ahli vs Al Hilal,2025-05-02,20:13,Jeddah Stadium,B50,Q,45,3,Blue,598,Student
T000379,Al Raed vs Abha,2025-09-28,18:11,Al Hilal Stadium,B30,Q,39,10,Green,881,Student
T000380,Al Raed vs Abha,2023-04-05,21:12,King Fahd Stadium,B56,E,51,8,Pink,177,VIP
T000381,Al Ahli vs Al Hilal,2025-12-18,18:54,Jeddah Stadium,B25,M,87,2,Blue,979,Student
T000382,Al Nassr vs Al Ittihad,2024-10-18,15:14,King Fahd Stadium,B20,G,72,5,Zone A,136,VIP
T000383,Al Ahli vs Al Hilal,2024-02-29,21:51,Al Nassr Club Stadium,B41,P,72,5,Green,188,Student
T000384,Al Taawon vs Al Ettifaq,2025-12-18,20:15,King Fahd Stadium,B50,W,73,2,Zone E,641,VIP
T000385,Al Nassr vs Al Ittihad,2023-06-04,15:39,Al Nassr Club Stadium,B34,C,69,4,Zone A,625,Student
T000386,Al Wehda vs Damac,2023-12-17,19:31,Al Hilal Stadium,B18,K,17,4,Zone D,130,Student
T000387,Al Wehda vs Damac,2023-03-07,20:44,Prince Abdullah Al Faisal Stadium,B61,E,67,7,Zone E,259,VIP
T000388,Al Raed vs Abha,2025-11-30,17:41,Al Nassr Club Stadium,B74,K,64,10,Pink,730,VIP
T000389,Al Shabab vs Al Fateh,2024-05-31,19:09,Jeddah Stadium,B79,Q,49,7,Blue,928,VIP
T000390,Al Wehda vs Damac,2025-04-10,19:43,Al Hilal Stadium,B96,X,13,7,Blue,221,Family
T000391,Al Shabab vs Al Fateh,2024-04-01,17:19,Prince Abdullah Al Faisal Stadium,B17,T,45,9,Zone D,410,Student
T000392,Al Shabab vs Al Fateh,2024-07-21,17:44,Prince Abdullah Al Faisal Stadium,B39,S,84,1,Zone A,939,Student
T000393,Al Nassr vs Al Ittihad,2023-08-19,20:15,Al Nassr Club Stadium,B24,B,14,8,Zone E,337,Regular
T000394,Al Taawon vs Al Ettifaq,2025-03-09,16:24,Al Nassr Club Stadium,B76,Y,12,7,Blue,286,VIP
T000395,Al Wehda vs Damac,2024-11-07,18:35,Prince Abdullah Al Faisal Stadium,B79,J,9,4,Blue,264,Family
T000396,Al Raed vs Abha,2025-03-26,22:32,Al Nassr Club Stadium,B3,A,79,7,Zone C,589,VIP
T000397,Al Raed vs Abha,2023-07-11,17:27,Prince Abdullah Al Faisal Stadium,B62,L,12,3,Zone B,431,Regular
T000398,Al Wehda vs Damac,2025-04-22,18:24,Prince Abdullah Al Faisal Stadium,B31,W,59,6,Zone A,108,Student
T000399,Al Shabab vs Al Fateh,2025-07-12,21:34,King Fahd Stadium,B89,E,3,4,Pink,401,Regular
T000400,Al Taawon vs Al Ettifaq,2023-06-17,16:08,Al Nassr Club Stadium,B10,X,81,3,Blue,615,Regular
T000401,Al Taawon vs Al Ettifaq,2024-03-17,19:18,Al Hilal Stadium,B52,D,13,9,Zone E,391,Family
T000402,Al Taawon vs Al Ettifaq,2024-05-18,16:28,King Fahd Stadium,B42,C,59,5,Zone B,424,Student
T000403,Al Raed vs Abha,2023-05-01,22:32,King Fahd Stadium,B32,G,21,8,Zone A,751,VIP
T000404,Al Shabab vs Al Fateh,2024-04-23,19:39,King Fahd Stadium,B50,V,41,8,Green,806,Family
T000405,Al Raed vs Abha,2025-10-24,18:58,King Fahd Stadium,B22,Q,38,2,Zone C,564,Family
T000406,Al Ahli vs Al Hilal,2024-06-23,18:06,Jeddah Stadium,B28,Q,53,3,Blue,654,Family
T000407,Al Wehda vs Damac,2025-12-18,18:14,Prince Abdullah Al Faisal Stadium,B65,B,38,6,Blue,760,Student
T000408,Al Taawon vs Al Ettifaq,2024-09-21,19:37,Al Nassr Club Stadium,B87,U,18,4,Zone A,257,Family
T000409,Al Wehda vs Damac,2025-11-02,21:59,Jeddah Stadium,B93,N,84,4,Zone D,282,Regular
T000410,Al Raed vs Abha,2024-04-19,20:26,Al Nassr Club Stadium,B29,R,76,1,Pink,807,VIP
T000411,Al Raed vs Abha,2023-04-24,15:20,Jeddah Stadium,B66,R,78,10,Zone D,928,Student
T000412,Al Taawon vs Al Ettifaq,2024-06-29,19:26,Prince Abdullah Al Faisal Stadium,B56,I,34,3,Zone E,366,Family
T000413,Al Raed vs Abha,2023-03-11,20:25,Jeddah Stadium,B2,L,69,3,Green,290,Regular
T000414,Al Nassr vs Al Ittihad,2025-04-02,18:02,King Fahd Stadium,B75,Z,70,1,Zone B,270,Family
T000415,Al Taawon vs Al Ettifaq,2025-08-29,16:16,Al Hilal Stadium,B34,E,39,9,Blue,610,Family
T000416,Al Shabab vs Al Fateh,2023-12-07,22:51,Al Nassr Club Stadium,B37,T,77,7,Pink,585,Student
T000417,Al Shabab vs Al Fateh,2023-02-03,18:26,Al Hilal Stadium,B73,N,81,1,Zone C,644,Student
T000418,Al Wehda vs Damac,2025-09-10,15:46,Al Nassr Club Stadium,B79,S,87,2,Zone B,507,Student
T000419,Al Wehda vs Damac,2023-04-05,17:11,Al Nassr Club Stadium,B62,W,58,4,Zone A,68,Family
T000420,Al Taawon vs Al Ettifaq,2024-08-09,20:57,King Fahd Stadium,B96,G,37,9,Pink,577,Family
T000421,Al Raed vs Abha,2024-02-06,18:11,King Fahd Stadium,B71,L,25,2,Green,547,Student
T000422,Al Shabab vs Al Fateh,2024-06-07,18:12,King Fahd Stadium,B73,W,49,1,Pink,203,Regular
T000423,Al Raed vs Abha,2024-06-30,21:35,King Fahd Stadium,B56,L,94,8,Zone A,274,Family
T000424,Al Taawon vs Al Ettifaq,2024-04-17,20:42,King Fahd Stadium,B53,X,82,8,Pink,709,Regular
T000425,Al Raed vs Abha,2025-07-21,18:47,Al Hilal Stadium,B24,S,61,4,Green,406,Family
T000426,Al Wehda vs Damac,2025-11-24,15:43,Al Nassr Club Stadium,B90,O,22,3,Blue,886,Student
T000427,Al Nassr vs Al Ittihad,2025-09-02,15:24,King Fahd Stadium,B68,N,20,9,Zone D,863,VIP
T000428,Al Wehda vs Damac,2024-04-18,18:58,Jeddah Stadium,B13,F,92,2,Zone C,184,Regular
T000429,Al Raed vs Abha,2024-06-02,19:56,Prince Abdullah Al Faisal Stadium,B53,Z,34,9,Zone A,238,VIP
T000430,Al Raed vs Abha,2024-08-26,16:14,Prince Abdullah Al Faisal Stadium,B18,L,72,2,Zone B,570,VIP
T000431,Al Raed vs Abha,2023-02-21,16:43,Jeddah Stadium,B74,T,18,7,Zone A,50,Family
T000432,Al Shabab vs Al Fateh,2024-05-13,16:34,Prince Abdullah Al Faisal Stadium,B15,Y,80,4,Blue,500,VIP
T000433,Al Nassr vs Al Ittihad,2023-02-28,18:50,Al Nassr Club Stadium,B68,G,26,7,Zone A,207,Regular
T000434,Al Nassr vs Al Ittihad,2025-07-04,17:53,Prince Abdullah Al Faisal Stadium,B7,M,90,4,Pink,839,Family
T000435,Al Shabab vs Al Fateh,2023-09-27,16:17,Jeddah Stadium,B83,W,56,8,Green,459,VIP
T000436,Al Raed vs Abha,2023-09-22,20:46,Jeddah Stadium,B63,G,18,5,Zone E,933,Regular
T000437,Al Nassr vs Al Ittihad,2024-03-01,22:03,King Fahd Stadium,B79,L,19,7,Green,623,Family
T000438,Al Wehda vs Damac,2023-10-29,19:22,Jeddah Stadium,B23,A,13,8,Zone E,932,VIP
T000439,Al Ahli vs Al Hilal,2025-12-19,18:57,Al Hilal Stadium,B10,I,75,3,Pink,725,Family
T000440,Al Ahli vs Al Hilal,2023-10-08,20:32,King Fahd Stadium,B3,C,99,10,Zone C,583,Family
T000441,Al Nassr vs Al Ittihad,2023-12-11,15:46,Prince Abdullah Al Faisal Stadium,B16,W,24,7,Pink,828,Student
T000442,Al Raed vs Abha,2023-06-18,16:37,Al Nassr Club Stadium,B52,H,70,1,Blue,277,VIP
T000443,Al Nassr vs Al Ittihad,2025-08-03,19:41,Jeddah Stadium,B24,Q,65,8,Pink,525,Student
T000444,Al Nassr vs Al Ittihad,2024-12-22,19:22,Al Nassr Club Stadium,B95,F,12,8,Pink,741,Student
T000445,Al Taawon vs Al Ettifaq,2025-03-22,17:09,Jeddah Stadium,B10,E,73,10,Green,325,Family
T000446,Al Taawon vs Al Ettifaq,2023-12-12,18:55,King Fahd Stadium,B95,B,94,9,Blue,241,Regular
T000447,Al Taawon vs Al Ettifaq,2024-02-09,20:40,King Fahd Stadium,B16,I,13,10,Zone D,238,Student
T000448,Al Raed vs Abha,2023-07-27,15:58,Prince Abdullah Al Faisal Stadium,B77,I,49,7,Zone C,355,Regular
T000449,Al Raed vs Abha,2025-04-16,16:32,Al Hilal Stadium,B23,N,68,6,Zone B,848,VIP
T000450,Al Wehda vs Damac,2023-12-21,19:48,Prince Abdullah Al Faisal Stadium,B8,D,68,8,Zone B,446,VIP
T000451,Al Ahli vs Al Hilal,2023-01-10,19:26,King Fahd Stadium,B38,U,35,9,Pink,308,Student
T000452,Al Shabab vs Al Fateh,2025-10-17,15:02,King Fahd Stadium,B92,Y,64,9,Pink,305,VIP
T000453,Al Shabab vs Al Fateh,2023-03-06,15:14,Al Nassr Club Stadium,B79,Z,3,4,Zone A,274,Regular
T000454,Al Nassr vs Al Ittihad,2025-09-04,20:42,Prince Abdullah Al Faisal Stadium,B16,Y,91,5,Green,119,Regular
T000455,Al Nassr vs Al Ittihad,2024-05-16,21:38,Al Nassr Club Stadium,B88,N,97,8,Zone E,633,Regular
